iteration,timesteps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
2,16384,50,0.0,144.6,-15.236948120035231,1.391960073039454,64.54545454545455,0.66,0.58,0.0,0.02,0.06,0.66
4,32768,50,0.0,292.26,-3.9430295500159263,0.0383714646009728,106.5,0.04,0.02,0.0,0.0,0.02,0.04
6,49152,50,0.0,255.16,-8.992855281159281,0.2535149834620986,150.53333333333333,0.3,0.3,0.0,0.0,0.0,0.3
8,65536,50,0.0,266.48,-5.752821739092469,0.5406506025008804,60.57142857142857,0.14,0.1,0.0,0.0,0.04,0.14
10,81920,50,0.0,278.94,-4.551118412427604,0.2498402031063321,36.75,0.08,0.06,0.0,0.0,0.02,0.08
12,98304,50,0.0,276.38,-4.9682733679562805,0.2177523716702821,63.8,0.1,0.08,0.0,0.0,0.02,0.1
14,114688,50,0.0,257.3,-6.042441398911178,0.5708518456344543,33.125,0.16,0.16,0.0,0.0,0.0,0.16
16,131072,50,0.0,251.2,-6.4172108509391546,0.7532600506792037,28.88888888888889,0.18,0.18,0.0,0.0,0.0,0.18
18,147456,50,0.0,259.0,-6.840385517217219,0.5486953907067146,113.63636363636364,0.22,0.22,0.0,0.0,0.0,0.22
20,163840,50,0.04,175.82,-9.588030242025852,0.988717203219932,66.16,0.5,0.42,0.0,0.02,0.06,0.5
22,180224,50,0.0,191.52,-11.102388434261083,1.1739293897708851,64.17391304347827,0.46,0.44,0.0,0.0,0.02,0.46
24,196608,50,0.0,153.32,-14.534005178511142,1.3856930708302804,77.75757575757575,0.66,0.64,0.0,0.02,0.0,0.66
