rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure,max_steps
0,0,0.0,300.0,-2.0123568549752235,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
1,1,0.0,300.0,-2.2223973367363214,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
2,2,0.0,300.0,-1.1096125412732363,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
