x,y,max_steps
-0.046613406389951706,0.07904491573572159,0.0
-0.061450228095054626,0.08133423328399658,0.0
-0.09848949313163757,0.0809762254357338,0.0
-0.12564195692539215,0.09397713094949722,0.0
-0.14727523922920227,0.10527211427688599,0.0
-0.1682736724615097,0.08658280968666077,0.0
-0.18732236325740814,0.05101699009537697,0.0
-0.20363561809062958,0.03507714346051216,0.0
-0.183577299118042,0.06014536693692207,0.0
-0.15443842113018036,0.09160856157541275,0.0
-0.1299574226140976,0.09953805059194565,0.0
-0.12783758342266083,0.083688884973526,0.0
-0.11724869906902313,0.0786341056227684,0.0
-0.08921926468610764,0.05732453987002373,0.0
-0.07524187117815018,0.035339392721652985,0.0
-0.05114833638072014,-0.003861650824546814,0.0
-0.024776820093393326,-0.045008592307567596,0.0
0.0031815043184906244,-0.09378447383642197,0.0
-0.0021426521707326174,-0.11618106067180634,0.0
-0.03052724152803421,-0.11619948595762253,0.0
-0.052146319299936295,-0.11212263256311417,0.0
-0.053273238241672516,-0.11946381628513336,0.0
-0.06125398352742195,-0.13075770437717438,0.0
-0.06676451861858368,-0.13762402534484863,0.0
-0.0688834860920906,-0.13509231805801392,0.0
-0.07400371134281158,-0.13492515683174133,0.0
-0.0806252658367157,-0.14628279209136963,0.0
-0.07138573378324509,-0.16907986998558044,0.0
-0.054814018309116364,-0.1969016194343567,0.0
-0.037131987512111664,-0.22469522058963776,0.0
-0.021473094820976257,-0.25000014901161194,0.0
-0.008677397854626179,-0.26141446828842163,0.0
0.0062974682077765465,-0.2688104212284088,0.0
0.018099110573530197,-0.27337920665740967,0.0
0.029668346047401428,-0.2765136957168579,0.0
0.04126225411891937,-0.28063318133354187,0.0
0.05277695506811142,-0.2866107225418091,0.0
0.0645989179611206,-0.29836755990982056,0.0
0.07400212436914444,-0.3098914325237274,0.0
0.08107146620750427,-0.32239851355552673,0.0
0.08480555564165115,-0.3324873745441437,0.0
0.08869363367557526,-0.3451288044452667,0.0
0.09109138697385788,-0.357163667678833,0.0
0.099119633436203,-0.37021297216415405,0.0
0.10423966497182846,-0.37808769941329956,0.0
0.10831581056118011,-0.38654083013534546,0.0
0.1104823648929596,-0.3907056152820587,0.0
0.11404503136873245,-0.39494550228118896,0.0
0.1102328822016716,-0.3933115005493164,0.0
0.10804393142461777,-0.39378345012664795,0.0
0.1034039705991745,-0.3865300416946411,0.0
0.10566531866788864,-0.3787437379360199,0.0
0.10520324856042862,-0.36481645703315735,0.0
0.10555242002010345,-0.35770466923713684,0.0
0.09975043684244156,-0.3463570773601532,0.0
0.0974968671798706,-0.33915597200393677,0.0
0.0926583781838417,-0.32546889781951904,0.0
0.09389257431030273,-0.31835928559303284,0.0
0.0885356068611145,-0.3091888725757599,0.0
0.08537512272596359,-0.30883193016052246,0.0
0.0744762271642685,-0.30559974908828735,0.0
0.06746174395084381,-0.30482640862464905,0.0
0.057015806436538696,-0.29649224877357483,0.0
0.05324450135231018,-0.2915900647640228,0.0
0.045703429728746414,-0.281206876039505,0.0
0.04406183212995529,-0.2763366997241974,0.0
0.0390448123216629,-0.2680128216743469,0.0
0.03806479275226593,-0.2631978392601013,0.0
0.03130992129445076,-0.2544497549533844,0.0
0.027052631601691246,-0.2480679750442505,0.0
0.01786089688539505,-0.23938219249248505,0.0
0.010301843285560608,-0.23348857462406158,0.0
-0.0005206882487982512,-0.22505713999271393,0.0
