iteration,timesteps,max_steps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
5,327680,0.0,50,0.14,107.78,10.484659821540117,2.1451007744560986,52.15151515151515,0.66,0.6,0.0,0.02,0.04,0.66
10,655360,0.0,50,0.06,86.92,-1.2690330113470554,2.3101373266058336,71.61363636363636,0.88,0.54,0.02,0.02,0.3,0.88
15,983040,0.0,50,0.08,81.02,0.541763497069478,1.821293392937603,73.6590909090909,0.88,0.46,0.0,0.0,0.42,0.88
20,1310720,0.0,50,0.06,118.94,0.41486000694334507,1.7370856273836746,60.25714285714286,0.7,0.4,0.0,0.0,0.3,0.7
25,1638400,0.0,50,0.0,124.86,-7.239807777479291,1.4485778275857195,69.55263157894737,0.76,0.16,0.0,0.0,0.6,0.76
30,1966080,0.0,50,0.08,90.08,2.4345544591918586,1.7335132983423143,59.85,0.8,0.44,0.0,0.0,0.36,0.8
