rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure
0,1000,0.0,300.0,-4983.929316719994,249.0,0.0,0.0,0.0,249.0,83.0,52.0
1,1001,0.0,300.0,-3823.701103013009,191.0,0.0,0.0,0.0,191.0,63.666666666666664,85.0
2,1002,0.0,300.0,-4323.796947747469,216.0,0.0,0.0,0.0,216.0,72.0,85.0
