iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
160,41943040,0.0,172.11037799203768,333.44495731801726,31958.38417890109,1523.1155904621135,50,0.28,246.44,-490.2211986408662,32.867625143876396,90.77272727272727,0.88,15.74,2.02,4.2,71.7,93.66
170,44564480,0.0,171.69089218089357,335.277995003853,34006.90795980301,1526.8369607154525,50,0.22,249.82,-487.20058648437026,31.859418931583882,97.30952380952381,0.84,14.72,4.94,3.58,68.96,92.2
180,47185920,0.0,179.60182858491316,360.92727978597395,36154.535420481116,1459.584248475856,50,0.34,233.28,-428.99970798264957,30.38669240808282,78.26190476190476,0.84,20.38,9.42,4.14,52.7,86.64
190,49807360,0.0,173.04333901801147,350.30029021180235,38247.16372758616,1514.903731560071,50,0.32,244.78,-623.2003667639615,42.935361305742546,78.4888888888889,0.9,18.84,7.22,3.5,87.3,116.86
200,52428800,0.0,172.77697440586053,334.7078671150375,40329.18159576808,1517.2392091101938,50,0.28,241.72,-537.5294799383986,34.89659772532995,82.8409090909091,0.88,9.4,10.86,4.74,76.6,101.6
210,55050240,0.0,173.21002651401795,347.33502965513617,42453.17339965701,1513.445874213203,50,0.4,231.3,-497.66677459014346,35.44802663540291,82.63636363636364,0.88,12.92,8.54,4.42,70.5,96.38
220,57671680,0.0,172.1944002059754,332.915804825956,44520.21967265918,1522.372386595782,50,0.38,232.0,-581.1244187378837,42.140729086982965,63.84090909090909,0.88,16.22,12.38,5.86,78.62,113.08
230,60293120,0.0,173.80562957306392,355.51348788291216,46575.565396871185,1508.259546275517,50,0.38,237.74,-513.8259307396365,37.4030653774254,72.88636363636364,0.88,14.72,19.3,5.8,62.44,102.26
240,62914560,0.0,173.42021200899035,332.25456813396886,48678.58938147803,1511.6115760855494,50,0.42,224.46,-439.88043703528876,33.771552235011484,78.4090909090909,0.88,12.1,15.44,5.36,56.02,88.92
250,65536000,0.0,169.6016768971458,339.93700902117416,50732.99276536913,1545.6450950008948,50,0.42,215.08,-470.82942924673205,33.33290874501983,82.1842105263158,0.76,11.8,10.28,2.98,66.1,91.16
260,68157440,0.0,183.52091329800896,336.5053301388398,52834.232110111974,1428.4148617673866,50,0.3,236.96,-692.3122636858886,48.39671456044506,56.18181818181818,0.88,16.7,27.08,8.8,81.88,134.46
270,70778880,0.0,173.2800110138487,371.59580183099024,54909.04475172004,1512.834622217615,50,0.36,222.56,-518.51458220592,36.71463878133902,76.475,0.8,19.48,11.16,3.1,65.52,99.26
280,73400320,0.0,172.9783004480414,339.57211223384365,57038.60623462801,1515.473324232029,50,0.3,249.1,-558.7297182288335,38.80931834110849,69.3125,0.96,11.9,14.38,7.1,74.7,108.08
290,76021760,0.0,173.2008425251115,379.1573295670096,59134.855314264074,1513.52612480504,50,0.3,247.14,-515.7557262025482,36.67074164540691,91.97916666666667,0.96,13.46,9.1,5.9,70.6,99.06
300,78643200,0.0,174.46428255108185,355.58904449711554,61268.27700310596,1502.5654315418183,50,0.24,249.24,-503.5519898656616,33.59516302143753,69.725,0.8,15.3,17.98,6.08,58.46,97.82
310,81264640,0.0,176.5280896590557,374.69757682690397,63372.26074776612,1484.9987925791406,50,0.32,254.86,-669.029255579944,43.69446866155045,74.46511627906976,0.86,12.68,10.62,7.66,95.84,126.8
320,83886080,0.0,176.35552644892596,336.9866159709636,65474.22992671002,1486.4518582348996,50,0.38,234.22,-438.624268746255,32.78687535371708,68.65217391304348,0.92,18.22,11.96,5.86,52.34,88.38
330,86507520,0.0,174.84283715602942,346.6112085909117,67566.95684240409,1499.3122066880167,50,0.32,238.46,-508.75978649600876,34.801070688733596,73.6304347826087,0.92,15.62,8.2,5.76,68.46,98.04
340,89128960,0.0,175.38428454985842,352.32713962509297,69643.90487646102,1494.683521233497,50,0.28,240.28,-511.6662035627151,34.5581142660547,83.35714285714286,0.84,15.0,15.32,5.32,63.9,99.54
350,91750400,0.0,173.80489762499928,369.39176639006473,71722.57045061002,1508.2658980393107,50,0.4,221.12,-371.36554448696086,28.95957650189287,79.0,0.84,12.16,11.56,5.34,48.24,77.3
360,94371840,0.0,172.26030533295125,341.14566569495946,73825.42577502015,1521.7899416427838,50,0.22,255.82,-514.7317387792946,34.0462655440016,81.14893617021276,0.94,9.66,18.64,6.78,64.74,99.82
370,96993280,0.0,171.8904891468119,366.8679897391703,75891.37337459205,1525.0640178009062,50,0.38,233.44,-447.69171855481574,33.54646849401243,68.91111111111111,0.9,14.24,8.26,6.2,61.26,89.96
380,99614720,0.0,172.68065725895576,345.2191486740485,77988.43812726298,1518.0854889084828,50,0.36,231.88,-412.3994884314714,31.769424532251886,72.43181818181819,0.88,16.02,7.06,5.6,54.62,83.3
381,99876864,0.0,175.42848534393124,332.8966395549942,78509.61929164408,1494.306922197163,50,0.24,255.2,-584.0781992799498,39.062359659346605,75.79069767441861,0.86,18.54,18.48,5.74,69.28,112.04
