iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
10,2621440,0.0,165.42546578403562,274.46201446605846,1653.1554530910216,1584.6653280229011,50,0.14,276.18,-187.53977669142188,16.62317254177377,89.52173913043478,0.46,23.56,0.0,0.2,20.66,44.42
20,5242880,0.0,169.27602737187408,296.1877933861688,3604.130373158958,1548.6185732850931,50,0.12,271.38,-81.3773356006667,9.159272894615738,61.18181818181818,0.22,22.24,0.0,0.06,4.1,26.4
30,7864320,0.0,169.71846037497744,302.7384361301083,5589.2305019451305,1544.5815347418115,50,0.0,300.0,-115.84325877936557,11.033333333333335,64.1,0.2,23.82,0.0,0.0,9.28,33.1
40,10485760,0.0,168.75364023516886,318.622587854974,7575.100872880081,1553.4124160799481,50,0.0,300.0,-30.845614214539527,5.026666666666666,108.42857142857143,0.14,7.0,0.0,0.0,8.08,15.08
50,13107200,0.0,168.3480689371936,320.65055955713615,9583.002949641086,1557.1547785190176,50,0.04,291.26,-83.84196212170646,7.313333333333333,55.25,0.16,8.76,0.0,0.0,13.18,21.94
60,15728640,0.0,167.02747306693345,334.5506683171261,11581.296466951026,1569.4663589561114,50,0.06,290.74,-112.43993803917431,10.473333333333333,96.92307692307692,0.26,21.32,0.0,0.12,9.98,31.42
70,18350080,0.0,166.74808856099844,323.92592304293066,13595.936047571013,1572.0959818025417,50,0.12,281.64,-136.1854113335535,12.249727205150144,88.75,0.32,26.32,0.0,0.02,8.9,35.24
80,20971520,0.0,169.14727202104405,332.23253597086295,15603.53914375417,1549.7973858389273,50,0.06,293.02,4.81845358170569,2.9326570048309177,157.9,0.2,8.78,0.0,0.0,0.0,8.78
90,23592960,0.0,168.0090869271662,328.0994857631158,17628.988838568097,1560.2965577310847,50,0.1,289.4,-73.29638155548834,7.399269959614787,143.07692307692307,0.26,18.02,0.0,0.08,3.98,22.08
100,26214400,0.0,167.80274804215878,336.9093147541862,19642.601645634044,1562.2151785865801,50,0.08,291.1,-7.858543060449883,3.6878345790532525,142.375,0.16,10.5,0.0,0.0,0.0,10.5
110,28835840,0.0,170.46304158610292,346.6627549258992,21675.857971016085,1537.8348148715154,50,0.1,285.4,-129.40872292644343,12.193931640850531,101.625,0.48,33.46,0.0,0.02,0.18,33.66
120,31457280,0.0,170.61903640301898,334.9585283759516,23721.74680158915,1536.4287920416455,50,0.18,268.48,-54.629007178423926,6.681333333333333,83.6,0.2,13.32,0.0,0.0,4.26,17.58
130,34078720,0.0,170.69917737599462,325.9244325400796,25786.930806318065,1535.7074593428313,50,0.2,271.22,-101.41866300987313,9.627079611920617,99.0,0.38,19.04,0.0,0.1,7.86,27.0
140,36700160,0.0,168.92409173795022,330.1430109371431,27843.04833081318,1551.844957714265,50,0.3,239.8,-270.9477958518476,21.752493986079074,87.97435897435898,0.78,27.14,1.42,1.06,27.88,57.5
150,39321600,0.0,170.12586590484716,330.1885023750365,29894.437475315062,1540.88267886683,50,0.28,237.28,-306.34329166368116,23.34012176991899,114.8048780487805,0.82,15.9,2.78,1.5,41.54,61.72
