rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure,max_steps
0,4000,0.0,162.0,-12.492171622812748,0.0,0.0,0.0,1.0,1.0,0.6172839506172839,162.0,0.0
1,4001,0.0,126.0,-0.8962091151624918,0.0,0.0,1.0,0.0,1.0,0.7936507936507936,126.0,0.0
2,4002,0.0,18.0,-4.039729792624712,1.0,0.0,0.0,0.0,1.0,5.555555555555555,18.0,0.0
