x,y,max_steps
0.08490142971277237,-0.04262151941657066,0.0
0.0866476371884346,-0.06270375102758408,0.0
0.0963791087269783,-0.11423768103122711,0.0
0.09905941784381866,-0.17064478993415833,0.0
0.10310393571853638,-0.19818808138370514,0.0
0.09524472802877426,-0.20731735229492188,0.0
0.09987036138772964,-0.21442538499832153,0.0
0.1587519496679306,-0.20643137395381927,0.0
0.2535443603992462,-0.20053203403949738,0.0
0.3181658983230591,-0.23099826276302338,0.0
0.3787786662578583,-0.2797711193561554,0.0
0.4263780415058136,-0.3178998529911041,0.0
0.44048425555229187,-0.3474571704864502,0.0
0.4294743239879608,-0.3881235420703888,0.0
0.4323192536830902,-0.43717092275619507,0.0
0.4346902370452881,-0.49650686979293823,0.0
0.42208120226860046,-0.5614205002784729,0.0
0.4188332259654999,-0.6218371391296387,0.0
0.4226084053516388,-0.6713951826095581,0.0
