rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure,max_steps
0,4000,0.0,300.0,-2.4806090407073498,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
1,4001,0.0,300.0,-1.9617804307490587,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
2,4002,0.0,300.0,-2.4288158919662237,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
