iteration,timesteps,max_steps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
5,327680,0.0,50,0.06,286.44,-200.7056277083978,11.624093567251462,41.45454545454545,0.22,28.36,0.0,0.02,4.18,32.56
10,655360,0.0,50,0.0,300.0,-138.23643685068936,6.973333333333333,34.2,0.1,16.22,0.0,0.0,4.7,20.92
15,983040,0.0,50,0.0,300.0,-240.4675003253296,11.893333333333333,34.7,0.2,23.82,0.0,0.0,11.86,35.68
20,1310720,0.0,50,0.0,300.0,-33.1625533169508,1.666666666666667,25.0,0.04,5.0,0.0,0.0,0.0,5.0
25,1638400,0.0,50,0.0,300.0,-2.8913217289745807,0.006666666666666666,24.0,0.02,0.0,0.0,0.0,0.02,0.02
30,1966080,0.0,50,0.02,295.0,-282.93627129718664,16.30666666666667,31.916666666666668,0.24,47.12,0.0,0.0,0.0,47.12
