metric,mean,std
violations_per_100_steps,0.4465705543491634,0.5315876929308487
success_rate,0.004,0.008
avg_time_to_failure,62.18021220159151,8.44842403144701
mean_episode_length,258.122,56.70848081195616
avg_collisions_per_episode,0.15999999999999998,0.2254550953072474
avg_episode_reward,-5.803897769266739,3.6846411068395195
