iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
10,2621440,0.0,164.04664040193893,281.25076126516797,1645.8171813269146,1597.984569252426,50,0.06,287.1,31.606461792392658,7.421843971631206,157.9,0.2,6.56,0.0,0.02,15.34,21.92
20,5242880,0.0,166.54592250986025,294.1055510661099,3577.36255433294,1574.0043109400046,50,0.1,278.42,31.510141232460736,10.84,83.0,0.2,12.94,0.0,0.0,19.58,32.52
30,7864320,0.0,163.99108420219272,299.3207381730899,5521.415049945936,1598.525927646101,50,0.14,277.04,39.5863589399308,9.535900230247163,136.0,0.28,14.3,0.0,0.06,9.18,23.54
40,10485760,0.0,165.33904931810685,312.96345119015314,7463.200008383952,1585.493572638389,50,0.08,289.2,33.11923500691308,16.560914158305465,110.70588235294117,0.34,10.98,0.0,0.04,38.66,49.68
50,13107200,0.0,164.56384393014014,311.03594078402966,9429.87816866883,1592.9623041090613,50,0.12,277.62,33.03403430590406,15.168445187146085,117.63636363636364,0.44,13.14,0.0,0.0,30.24,43.38
60,15728640,0.0,163.28461378789507,314.246711473912,11385.353626086842,1605.4421412939873,50,0.2,272.32,41.34763458330184,20.96685651561261,122.39285714285714,0.56,18.24,0.0,0.08,40.52,58.84
70,18350080,0.0,160.8125699509401,306.80203705490567,13318.494084256003,1630.1213274557679,50,0.26,251.82,34.550918161130106,18.876972415372748,127.42857142857143,0.56,13.08,3.54,0.5,34.5,51.62
80,20971520,0.0,164.56062579108402,298.1769405489322,15270.9168057309,1592.9934559971946,50,0.34,237.36,37.46780245648697,28.173309673675075,100.45,0.8,16.84,1.44,1.5,41.28,61.06
90,23592960,0.0,165.50832684198394,304.5987566791009,17243.722507098923,1583.8719718934576,50,0.24,258.66,27.898131733501796,35.61700833199058,81.0,0.78,12.26,4.16,1.92,85.74,104.08
100,26214400,0.0,167.96160577307455,312.8643427849747,19218.63622811786,1560.7376387802049,50,0.28,254.66,30.457767477631425,35.16581365247364,90.39024390243902,0.82,20.78,2.62,1.66,75.74,100.8
110,28835840,0.0,167.73579484806396,330.14621622208506,21198.08058633795,1562.8387502944827,50,0.24,256.42,20.56632165868534,39.365753597395965,79.71739130434783,0.92,13.22,27.22,6.74,65.86,113.04
120,31457280,0.0,165.96386690391228,314.6239475309849,23194.205723317806,1579.5245368184444,50,0.28,244.24,21.827982307683413,30.521927739814743,85.81818181818181,0.88,11.68,9.38,4.14,59.94,85.14
130,34078720,0.0,167.65753997815773,314.95280729816295,25179.732310051797,1563.5682119286248,50,0.36,236.1,32.2744517607952,40.74779794774928,71.275,0.8,12.74,19.54,5.98,76.22,114.48
140,36700160,0.0,165.0325152890291,316.5648249001242,27173.839334799908,1588.438493716799,50,0.34,239.62,29.749997036251006,39.26816017809072,80.77777777777777,0.9,15.82,14.04,7.0,72.62,109.48
150,39321600,0.0,170.6207646599505,332.4624601218384,29175.806239812868,1536.413229201361,50,0.32,237.86,27.20482699552609,42.081366422670335,62.70454545454545,0.88,18.12,16.54,5.8,68.92,109.38
160,41943040,0.0,167.80382465897128,316.9403121371288,31227.615338039817,1562.2051555306134,50,0.32,249.48,25.750153571129193,38.68090166605592,73.36170212765957,0.94,13.44,18.58,6.08,67.54,105.64
170,44564480,0.0,164.3955858340487,317.7540209600702,33217.90385957295,1594.5926934110307,50,0.34,239.1,29.692436485777726,37.360792202488426,65.11904761904762,0.84,9.22,5.78,5.24,82.08,102.32
180,47185920,0.0,165.36765927099623,347.5427234629169,35209.16987704183,1585.2192693276959,50,0.44,208.32,37.28716588119161,37.68151133794664,86.04761904761905,0.84,13.36,11.7,4.8,74.94,104.8
190,49807360,0.0,166.8857801950071,312.78401334490627,37232.27635216783,1570.7989002638994,50,0.38,218.38,26.895043632793822,38.41561173297202,68.63636363636364,0.88,8.42,16.24,7.64,72.86,105.16
200,52428800,0.0,171.2163899538573,316.3964517270215,39222.66367626493,1531.0683753503251,50,0.42,215.96,35.47783762864478,35.1523309024097,60.04651162790697,0.86,10.82,11.06,5.56,70.06,97.5
210,55050240,0.0,168.08186685689725,308.86331605212763,41242.73994567897,1559.6209448529391,50,0.44,211.48,37.049902735159264,37.04743957858826,63.95348837209303,0.86,17.28,18.1,7.0,53.28,95.66
220,57671680,0.0,180.3591012249235,314.9021577609237,43236.905645369785,1453.4559011418205,50,0.32,252.72,28.504219016738933,35.6203194081323,76.38636363636364,0.88,21.9,8.8,5.6,65.2,101.5
230,60293120,0.0,166.03069924912415,326.43341317609884,45183.4927271069,1578.8887307320238,50,0.4,215.4,31.931691870493523,38.39156958824938,69.02380952380952,0.84,13.9,17.62,7.16,65.08,103.76
240,62914560,0.0,162.88318533683196,303.91580014000647,47159.594540853985,1609.398781451278,50,0.34,235.44,26.968563752369956,35.91259038505951,80.48936170212765,0.94,11.94,14.82,8.52,60.26,95.54
250,65536000,0.0,163.11486526904628,327.6785219570156,49107.93442468485,1607.112874523191,50,0.26,259.24,22.00737343230867,46.2640149458687,65.8695652173913,0.92,16.66,27.18,8.56,76.8,129.2
260,68157440,0.0,164.31950897118077,334.87288375617936,51062.82426938997,1595.3309600382036,50,0.32,235.34,24.558425735471538,38.09640857916326,55.74418604651163,0.86,10.9,18.26,6.94,72.7,108.8
270,70778880,0.0,162.80496437009424,322.0109516729135,53048.19065694581,1610.1720301604846,50,0.32,244.76,26.873231405151017,44.53675613208297,73.91304347826087,0.92,9.98,12.18,7.82,91.7,121.68
280,73400320,0.0,164.08217233000323,316.26419799914584,55022.05631284998,1597.638526340169,50,0.4,235.0,35.01584472233197,38.02019447888685,70.18181818181819,0.88,11.28,8.72,7.72,77.78,105.5
290,76021760,0.0,162.15962818986736,314.54782012011856,56970.57375656301,1616.5799276072848,50,0.38,236.84,28.987845505056683,44.98343577221083,68.41304347826087,0.92,14.94,24.44,9.32,72.14,120.84
300,78643200,0.0,163.2857768200338,314.0302022488322,58922.385338566964,1605.4307062453045,50,0.38,230.4,28.371702799959895,44.164465467818815,59.0,0.84,13.04,25.04,7.84,80.44,126.36
310,81264640,0.0,163.6705722301267,310.1971191880293,60872.86078089988,1601.6562808335277,50,0.36,240.42,30.821807723955718,46.512619307645984,57.791666666666664,0.96,15.06,21.08,8.02,82.7,126.86
320,83886080,0.0,165.74939490598626,323.9100321591832,62819.242285962915,1581.5683680093623,50,0.26,250.98,22.855987280583648,43.710429559560055,51.44444444444444,0.9,16.42,15.54,10.44,83.56,125.96
330,86507520,0.0,164.7964076329954,312.5183708539698,64791.046749223955,1590.7142865868743,50,0.32,241.96,29.347267482489116,45.958045684650095,65.82222222222222,0.9,16.02,20.88,8.86,83.76,129.52
340,89128960,0.0,163.45073520205915,312.8789893160574,66730.75562891201,1603.8104672697582,50,0.46,213.32,37.86709762742219,41.446308592048894,61.0,0.92,7.84,20.32,8.74,73.28,110.18
350,91750400,0.0,176.10025018802844,301.88757588202134,68692.88795393892,1488.6066301444753,50,0.32,237.12,25.426559829668257,39.9005212805461,76.80434782608695,0.92,12.34,15.28,7.54,74.08,109.24
360,94371840,0.0,164.53756145085208,321.0441925700288,70630.49425801192,1593.2167566388985,50,0.38,219.76,30.12266737785889,35.39395939335534,65.55263157894737,0.76,8.78,8.08,8.64,71.3,96.8
370,96993280,0.0,165.34151317714714,327.7609252468683,72594.00743243983,1585.469946190335,50,0.4,216.18,28.59516496595286,40.872662860162194,52.146341463414636,0.82,8.2,20.78,7.36,76.22,112.56
380,99614720,0.0,163.08113760408014,315.8321203768719,74545.17594356788,1607.4452499615222,50,0.3,248.26,27.674757567360064,43.85106272196322,72.83333333333333,0.96,16.68,21.66,8.62,76.24,123.2
381,99876864,0.0,162.3782447660342,311.57938506803475,75023.53981435788,1614.4034588975587,50,0.32,248.16,23.028113330641062,37.35684287790477,80.38636363636364,0.88,10.52,14.24,9.12,70.36,104.24
