metric,mean,std
violations_per_100_steps,58.37563487465786,16.103907720110485
success_rate,0.23899999999999996,0.13979985693841032
avg_time_to_failure,37.78022260864765,16.744707512850052
mean_episode_length,250.44700000000003,37.457942762517014
avg_collisions_per_episode,22.612000000000002,4.823362520068339
avg_episode_reward,6.670080214550718,8.15884437977588
