metric,mean,std
violations_per_100_steps,17.759211846229327,9.553796174056478
success_rate,0.009999999999999998,0.011401754250991379
avg_time_to_failure,94.4681341991342,19.05067651591862
mean_episode_length,298.45799999999997,2.1055512342377316
avg_collisions_per_episode,48.964,25.35075233597615
avg_episode_reward,-1079.7926888860911,585.1774027613156
