iteration,timesteps,max_steps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
5,327680,0.0,50,0.12,272.64,-526.8568599078804,25.162412554358102,112.8076923076923,0.52,19.3,0.0,0.0,52.6,71.9
10,655360,0.0,50,0.0,300.0,-370.90596544716504,16.78,59.8,0.3,17.12,0.0,0.0,33.22,50.34
15,983040,0.0,50,0.0,300.0,-1286.0797261870653,53.62666666666667,66.3529411764706,0.68,1.78,0.0,0.0,159.1,160.88
20,1310720,0.0,50,0.04,292.12,-1141.927262174636,49.43462664023412,71.75757575757575,0.66,1.92,0.0,0.0,141.58,143.5
25,1638400,0.0,50,0.0,300.0,-1070.29439323809,44.82,74.3103448275862,0.58,3.86,0.0,0.0,130.6,134.46
30,1966080,0.0,50,0.0,300.0,-151.19400860063732,6.1866666666666665,127.83333333333333,0.12,0.0,0.0,0.0,18.56,18.56
