iteration,timesteps,max_steps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
5,327680,0.0,50,0.28,238.56,-1051.613594336845,53.088194359040436,43.680851063829785,0.94,26.46,0.0,3.04,114.02,143.52
10,655360,0.0,50,0.34,223.38,-905.561787087582,50.9866848254824,52.44897959183673,0.98,25.84,5.58,3.84,92.5,127.76
15,983040,0.0,50,0.52,169.78,-718.4621521672979,43.93277482793366,44.91304347826087,0.92,29.6,0.0,1.08,73.5,104.18
20,1310720,0.0,50,0.42,217.46,-708.4239919406548,38.39868654474586,72.3695652173913,0.92,26.5,0.0,1.22,73.12,100.84
25,1638400,0.0,50,0.46,205.78,-499.87703975874933,33.76392536130739,80.34782608695652,0.92,29.52,0.0,0.22,45.64,75.38
30,1966080,0.0,50,0.14,275.72,-710.665568869561,38.1114380538816,77.925,0.8,76.4,0.0,0.0,32.62,109.02
