iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
10,2621440,0.0,166.65583938197233,274.2024919039104,1685.261237414088,1572.966185716244,50,0.28,244.64,-328.70466900369155,26.219118431144,55.21212121212121,0.66,23.8,4.34,1.8,39.12,69.06
20,5242880,0.0,169.7151298718527,292.10464329179376,3661.168959253002,1544.61184573195,50,0.1,283.44,-37.7468569149496,5.126015853149771,73.46666666666667,0.3,5.02,0.0,0.64,9.34,15.0
30,7864320,0.0,168.92664434202015,295.3480025890749,5643.278469488956,1551.821508211847,50,0.1,284.28,-164.46326670809648,13.10395924308588,102.33333333333333,0.42,13.1,0.0,0.18,24.76,38.04
40,10485760,0.0,167.6587223710958,311.47890733904205,7624.049803066999,1563.557185052207,50,0.16,274.76,-20.226258859485387,5.174074074074074,89.14285714285714,0.14,10.98,0.0,0.0,3.32,14.3
50,13107200,0.0,170.79451639694162,311.14578164112754,9626.556723061018,1534.8502137548378,50,0.0,300.0,-67.786697775051,7.42,113.4,0.2,22.26,0.0,0.0,0.0,22.26
60,15728640,0.0,168.00549048092216,326.70573579194024,11633.308863342041,1560.329958560299,50,0.06,287.2,-59.87780672261491,6.912903225806451,90.84615384615384,0.26,11.96,0.0,0.0,7.6,19.56
70,18350080,0.0,169.58808998204768,314.53575634397566,13648.766218035016,1545.768927686786,50,0.04,295.52,-76.18460828978569,8.04045045045045,117.625,0.32,17.58,0.0,0.06,6.02,23.66
80,20971520,0.0,170.09720083000138,324.8471819879487,15661.87182435207,1541.1423510842608,50,0.06,293.04,-173.6416032815352,13.410094086021507,148.42105263157896,0.38,21.32,0.0,0.02,18.7,40.04
90,23592960,0.0,168.96458537201397,314.0319050392136,17694.64448501193,1551.4730463950796,50,0.16,280.8,-106.21070254828781,10.284032704799454,108.1875,0.32,21.06,0.0,0.0,8.92,29.98
100,26214400,0.0,171.5382077768445,315.74287129193544,19692.13881194801,1528.195982675914,50,0.18,275.6,-101.37553535949439,9.986799783443544,137.11111111111111,0.36,22.22,0.0,0.12,5.86,28.2
110,28835840,0.0,169.159572242992,328.6856836001389,21696.89848169405,1549.6846943041392,50,0.16,273.9,-189.0674476822186,15.460920530836194,123.21739130434783,0.46,20.76,0.0,0.04,21.58,42.38
120,31457280,0.0,167.24477151106112,319.2583460470196,23706.44860755303,1567.427176536054,50,0.18,265.32,-87.76729786667973,10.28834744894923,127.44444444444444,0.36,13.22,0.0,0.0,12.72,25.94
130,34078720,0.0,167.56324033997953,312.7582981970627,25700.7161812759,1564.4481418962755,50,0.26,248.02,-68.14707339485642,8.9647887312389,115.3913043478261,0.46,13.38,0.12,0.82,8.74,23.06
140,36700160,0.0,169.52944255294278,316.0511606580112,27704.80001240503,1546.303674762184,50,0.3,250.72,-241.8243179632444,19.04915970566234,100.06666666666666,0.6,18.64,0.8,0.62,31.76,51.82
150,39321600,0.0,171.26882507582195,316.73282833909616,29721.316581676016,1530.5996282974847,50,0.28,258.0,-376.1623844617186,28.161231688397844,98.84782608695652,0.92,20.64,1.5,3.44,50.36,75.94
160,41943040,0.0,166.73704559798352,320.42165978509,31751.73799419799,1572.200101422274,50,0.26,249.36,-485.3238216532825,31.835566494401757,90.6923076923077,0.78,19.24,4.12,2.46,65.74,91.56
170,44564480,0.0,169.30578268202953,308.5067946698982,33760.736885776045,1548.3464052278027,50,0.42,225.3,-339.67948425460725,27.458167041090533,93.6923076923077,0.78,17.12,0.9,2.28,48.08,68.38
180,47185920,0.0,168.3722883989103,335.11144924978726,35755.03232045309,1556.9307900533147,50,0.36,237.42,-365.1965638757427,27.507749630280415,84.24324324324324,0.74,10.88,10.12,2.98,49.76,73.74
190,49807360,0.0,169.0223763748072,313.0735807029996,37769.37504516891,1550.9425770863352,50,0.36,234.02,-424.5857387889002,31.76387974750225,85.0,0.8,21.6,7.5,2.8,53.1,85.0
200,52428800,0.0,168.53634545393288,389.35609253915027,39774.27273135609,1555.415238736463,50,0.36,226.6,-368.3144526952016,26.30563550949169,90.95121951219512,0.82,9.96,3.06,3.06,56.88,72.96
210,55050240,0.0,166.57137064705603,308.0205125869252,41850.89124492998,1573.763840578886,50,0.34,225.7,-335.31160774275895,24.36737444344732,106.41666666666667,0.72,13.6,3.44,3.04,47.42,67.5
220,57671680,0.0,168.03732646000572,327.1618372730445,43826.442238753894,1560.034341907912,50,0.3,254.92,-511.9950344631821,35.028068039999916,98.76086956521739,0.92,17.2,12.0,3.84,65.96,99.0
