iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
10,2621440,0.0,158.946244680963,263.25868874095613,1599.2075670959894,1649.2619912233574,50,0.1,276.92,31.204200846985913,4.136666666666667,110.6,0.2,10.0,0.0,0.2,1.7,11.9
20,5242880,0.0,160.66338613000698,282.5143818120123,3458.2824914500234,1631.6349749274925,50,0.02,297.94,30.03003815383883,10.171201353637903,115.54545454545455,0.22,17.68,0.0,0.04,10.88,28.6
30,7864320,0.0,158.43143366801087,295.10063894599443,5335.462170963001,1654.6211438654038,50,0.04,289.38,43.90564833845943,14.18,71.22222222222223,0.18,15.68,0.0,0.0,26.86,42.54
40,10485760,0.0,159.42207787797088,299.384878589015,7226.47771502001,1644.3393756331373,50,0.06,286.68,37.273352673267944,8.99720430107527,109.75,0.24,13.76,0.18,0.08,12.12,26.14
50,13107200,0.0,159.311616544961,294.71997626899974,9117.216251441976,1645.4795054196038,50,0.14,274.32,42.91920154236956,16.14,94.25,0.32,23.84,0.0,0.06,24.52,48.42
60,15728640,0.0,159.15886631404283,302.8123153859633,10994.394781274023,1647.058728621207,50,0.14,286.12,37.00249110134784,26.50792999018196,97.5,0.56,45.24,0.0,0.04,30.26,75.54
70,18350080,0.0,158.3754123400431,291.29363628302235,12878.597814554989,1655.20642457529,50,0.24,254.0,35.872251578102585,22.645618400877694,93.15625,0.64,23.22,0.08,0.96,33.9,58.16
80,20971520,0.0,157.7913011930068,291.8810840790393,14749.397899727977,1661.3336604617468,50,0.2,267.4,29.96745215076022,29.81647569919507,110.4090909090909,0.88,18.46,4.98,2.54,60.92,86.9
90,23592960,0.0,159.69943557697115,292.1323307969724,16641.661449921026,1641.483572267562,50,0.22,261.86,17.122575537797385,38.26938638237136,65.46511627906976,0.86,21.18,6.92,5.18,73.2,106.48
100,26214400,0.0,160.22602654399816,292.43891115899896,18532.211887118,1636.0887532089869,50,0.2,263.5,19.21678331547184,30.169754971759243,80.275,0.8,18.94,6.7,4.04,57.32,87.0
110,28835840,0.0,158.39326792903012,303.8373787289602,20416.19300298899,1655.01983403396,50,0.24,259.32,23.60375988809392,31.94660408439353,78.91489361702128,0.94,15.92,8.86,3.48,61.16,89.42
120,31457280,0.0,159.77185867301887,293.1338155080448,22312.654162370018,1640.7395030465964,50,0.24,259.02,23.945306535601265,29.04783705135305,77.75,0.8,13.8,7.26,2.88,60.0,83.94
130,34078720,0.0,159.6499087740085,294.9700167289702,24204.268180552986,1641.9927954426607,50,0.26,261.54,28.942099061505868,28.7632049953577,78.86363636363636,0.88,10.06,10.98,4.22,53.14,78.4
140,36700160,0.0,159.50670185801573,293.1614942300366,26104.584174024,1643.4669950943282,50,0.32,249.46,28.612548661734472,33.91297073229226,63.27906976744186,0.86,8.44,16.48,6.9,63.82,95.64
150,39321600,0.0,159.37443893100135,291.09387264196994,27996.796462657978,1644.8308885560446,50,0.36,234.78,31.109980774987488,28.393799876876805,83.88372093023256,0.86,9.62,4.5,4.76,59.9,78.78
160,41943040,0.0,160.08180718997028,291.788567873009,29902.419904486975,1637.5627224704663,50,0.26,246.46,20.39349949914962,37.36321360275838,56.829787234042556,0.94,17.24,13.0,6.62,68.14,105.0
170,44564480,0.0,161.91128205205314,302.64671976998216,31796.954916623014,1619.0595039308187,50,0.24,260.9,21.50246654556424,29.907526276528497,78.11111111111111,0.9,11.16,17.0,7.06,51.2,86.42
180,47185920,0.0,158.6458890940412,314.7052517019911,33688.23384844803,1652.384448768211,50,0.24,253.18,22.091301776093896,36.215609898653184,68.15555555555555,0.9,13.16,10.54,8.9,69.18,101.78
190,49807360,0.0,158.8836248869775,288.9820681550191,35601.35206118401,1649.9120043772743,50,0.36,231.5,26.37598201666784,37.66877068190554,60.72093023255814,0.86,18.46,11.6,6.78,66.74,103.58
200,52428800,0.0,160.07477350899717,290.9956011309987,37485.400702340994,1637.6346769296908,50,0.3,241.54,22.20247524330145,31.370221532583102,63.883720930232556,0.86,11.94,5.72,5.44,62.8,85.9
210,55050240,0.0,159.6866766649764,293.01161037402926,39386.485957356985,1641.6147262553386,50,0.28,247.6,20.508392402773605,45.53099910931445,67.40425531914893,0.94,14.02,19.38,9.12,76.82,119.34
220,57671680,0.0,158.11911081004655,396.9038960749749,41288.591175750014,1657.8894142335635,50,0.22,258.86,16.92896965886117,35.54243990054722,75.46808510638297,0.94,10.66,18.94,8.04,63.84,101.48
230,60293120,0.0,159.2625302799861,300.63220984401414,43264.359048869985,1645.9866582500392,50,0.32,232.2,25.5418300615513,35.09796594650328,61.333333333333336,0.96,10.68,16.64,5.76,60.4,93.48
240,62914560,0.0,157.2286716629751,289.6398747730418,45144.356634404976,1667.2786027342036,50,0.34,239.28,30.062975270131282,30.780951950268296,72.04545454545455,0.88,13.3,19.28,8.38,42.94,83.9
250,65536000,0.0,157.87049695197493,287.9448239230551,47014.112755183014,1660.500252176603,50,0.4,228.74,29.270410078642016,42.068361243680556,72.79545454545455,0.88,10.4,23.08,7.18,71.94,112.6
260,68157440,0.0,157.59183291095542,288.84015205700416,48889.01293049904,1663.4364557973001,50,0.34,227.36,22.988551738088134,28.25874243001853,57.55555555555556,0.9,10.28,14.08,8.3,44.9,77.56
270,70778880,0.0,159.364016673062,291.85712995706126,50763.804743997054,1644.9384589608637,50,0.24,253.38,18.217661834485188,41.01495546452829,63.24444444444445,0.9,16.62,26.76,9.4,64.16,116.94
280,73400320,0.0,159.12594115105458,291.00964683503844,52649.27593145799,1647.3995258331436,50,0.28,241.42,18.140424731035893,41.91290285457974,61.888888888888886,0.9,12.06,15.54,7.92,78.78,114.3
290,76021760,0.0,158.70411179191433,289.9258262630319,54521.88773942797,1651.7782497262035,50,0.36,238.24,29.99645042838878,30.970888240668582,70.46511627906976,0.86,8.56,11.96,9.38,56.02,85.92
300,78643200,0.0,158.00000030803494,305.48973910103086,56396.98151012603,1659.1392372716907,50,0.18,260.24,10.945642208490753,44.772996548523444,70.23913043478261,0.92,15.28,16.0,10.42,89.14,130.84
310,81264640,0.0,157.79387980897445,290.1806081009563,58278.30763287295,1661.306511490509,50,0.28,249.24,22.030275150926027,37.82349642033401,63.69047619047619,0.84,10.26,18.88,8.86,72.7,110.7
320,83886080,0.0,159.0089964719955,293.2212414490059,60153.89034102601,1648.6111214856232,50,0.26,254.1,17.93179788699199,42.0788645783192,63.791666666666664,0.96,19.4,14.84,10.02,72.12,116.38
330,86507520,0.0,158.67669866094366,294.08572615101,62039.044719154015,1652.0636124409334,50,0.3,249.7,19.396039349159327,45.86617245086446,54.04347826086956,0.92,11.06,25.76,9.66,76.44,122.92
340,89128960,0.0,156.94170418009162,291.4048037249595,63908.531897117966,1670.327217163311,50,0.28,251.44,23.20008003967814,42.339509485929014,69.14893617021276,0.94,16.8,17.52,8.34,75.96,118.62
350,91750400,0.0,157.73304937197827,303.07520317903254,65776.219245977,1661.947201577215,50,0.28,251.74,24.083116199842625,35.91494507586646,70.61904761904762,0.84,9.24,15.0,7.82,69.6,101.66
360,94371840,0.0,159.43582968204282,288.47184981789906,67666.86362680804,1644.1975465789867,50,0.36,238.6,26.62007840680126,33.4382296646148,71.0952380952381,0.84,14.18,7.64,6.28,67.18,95.28
370,96993280,0.0,158.54501955001615,300.10499305895064,69547.85582565702,1653.4357291324532,50,0.3,249.8,22.065674679844815,41.57612278060021,62.625,0.96,8.94,19.06,9.58,74.78,112.36
380,99614720,0.0,157.96801865904126,290.9992967810249,71430.07234471897,1659.4751407613244,50,0.18,270.02,11.548378611092339,48.08392882136607,59.87234042553192,0.94,10.52,12.32,11.34,102.5,136.68
381,99876864,0.0,157.82747529097833,288.6594370950479,71879.052248477,1660.952882359036,50,0.32,253.38,23.739009535478544,43.82443134070117,63.888888888888886,0.9,17.32,23.8,11.12,71.16,123.4
