iteration,timesteps,max_steps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
5,327680,0.0,50,0.1,152.26,5.8560720135644075,1.2445613057762737,69.96428571428571,0.56,0.5,0.0,0.0,0.06,0.56
10,655360,0.0,50,0.06,134.32,0.593046670332551,1.3911163504713122,68.44117647058823,0.68,0.62,0.0,0.02,0.04,0.68
15,983040,0.0,50,0.1,128.42,5.2851565475761895,1.5330959915745261,76.34285714285714,0.7,0.62,0.0,0.02,0.06,0.7
20,1310720,0.0,50,0.06,121.48,-1.669179322719574,1.4073355231570457,95.92682926829268,0.82,0.62,0.0,0.08,0.12,0.82
25,1638400,0.0,50,0.12,87.08,8.033610456250608,2.5585423451152214,44.75675675675676,0.74,0.56,0.0,0.1,0.08,0.74
30,1966080,0.0,50,0.14,62.94,9.336345047578215,2.233816356394637,61.30952380952381,0.84,0.5,0.0,0.16,0.18,0.84
