iteration,timesteps,max_steps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
5,327680,0.0,50,0.28,235.86,23.39037863705307,53.61373876582852,36.46938775510204,0.98,13.4,21.14,8.66,101.04,144.24
10,655360,0.0,50,0.34,228.86,30.489507453516126,43.223405224654414,39.45454545454545,0.88,17.92,7.66,6.16,72.7,104.44
15,983040,0.0,50,0.42,195.6,38.8619086535275,39.039427174557616,38.6875,0.96,12.76,8.46,4.32,64.66,90.2
20,1310720,0.0,50,0.62,162.4,59.82252284746617,45.877083599481054,38.891304347826086,0.92,12.98,7.7,6.32,68.94,95.94
25,1638400,0.0,50,0.54,175.12,51.030221686773004,41.53155481242441,38.265306122448976,0.98,14.24,13.54,6.64,44.88,79.3
30,1966080,0.0,50,0.52,193.24,49.084111868962644,31.71672629986831,68.91304347826087,0.92,12.38,16.16,4.74,33.46,66.74
