rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure,max_steps
0,1000,1.0,27.0,101.16557766124606,0.0,0.0,3.0,0.0,3.0,11.11111111111111,25.0,0.0
1,1001,0.0,300.0,-4.6360044199973345,0.0,0.0,17.0,151.0,168.0,56.0,27.0,0.0
2,1002,1.0,36.0,100.91807609982789,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
