iteration,timesteps,max_steps,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
5,327680,0.0,50,0.02,162.68,-2.417073898203671,1.245749893180998,64.28571428571429,0.56,0.42,0.0,0.14,0.0,0.56
10,655360,0.0,50,0.02,91.26,-2.1279938027262686,2.536577594757779,44.175,0.8,0.6,0.0,0.18,0.02,0.8
15,983040,0.0,50,0.08,31.54,6.555870752297341,3.6924381177371406,30.9375,0.96,0.36,0.0,0.62,0.0,0.98
20,1310720,0.0,50,0.1,26.08,8.780959831513464,4.259928524051053,25.555555555555557,0.9,0.4,0.0,0.52,0.0,0.92
25,1638400,0.0,50,0.0,23.08,-2.0565991277247666,4.942418690560573,23.08,1.0,0.24,0.0,0.78,0.0,1.02
30,1966080,0.0,50,0.0,27.38,-2.732692893669009,4.632529092066744,27.38,1.0,0.1,0.0,0.86,0.04,1.0
