rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure
0,3000,0.0,300.0,-2.6804098319262266,0.0,0.0,0.0,0.0,0.0,0.0,
1,3001,0.0,300.0,-3664.6159229855984,183.0,0.0,0.0,0.0,183.0,61.0,117.0
2,3002,0.0,300.0,-3.4335803296417,0.0,0.0,0.0,0.0,0.0,0.0,
