rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure
0,0,0.0,300.0,-4.149802280589938,0.0,0.0,0.0,203.0,203.0,67.66666666666667,71.0
1,1,0.0,300.0,-6.641724286600947,60.0,0.0,0.0,121.0,181.0,60.333333333333336,59.0
2,2,0.0,300.0,-3.6379435565322638,24.0,0.0,0.0,0.0,24.0,8.0,64.0
