x,y,max_steps
-0.05029766634106636,0.07377105206251144,0.0
-0.046619050204753876,0.0767817422747612,0.0
-0.038413818925619125,0.08669223636388779,0.0
-0.013920305296778679,0.0854799896478653,0.0
0.0015811712946742773,0.08435163646936417,0.0
0.011332007125020027,0.10121303051710129,0.0
0.023215673863887787,0.11978530138731003,0.0
0.0165996253490448,0.14653418958187103,0.0
0.00870345626026392,0.1829831451177597,0.0
-0.021871954202651978,0.2013501673936844,0.0
-0.04278837889432907,0.21124713122844696,0.0
-0.07551833242177963,0.22908565402030945,0.0
-0.09562137722969055,0.24791741371154785,0.0
-0.12028034031391144,0.2635616660118103,0.0
-0.14606928825378418,0.2822949290275574,0.0
-0.17130745947360992,0.3024064898490906,0.0
-0.18707938492298126,0.33188408613204956,0.0
-0.2066354602575302,0.3707442581653595,0.0
-0.21922682225704193,0.39989298582077026,0.0
-0.23325115442276,0.4099996089935303,0.0
-0.25867897272109985,0.40849703550338745,0.0
-0.2772276997566223,0.4004160165786743,0.0
-0.2954708933830261,0.3860098719596863,0.0
-0.3067871928215027,0.36756742000579834,0.0
-0.3189646899700165,0.35224804282188416,0.0
-0.3185424506664276,0.33663079142570496,0.0
-0.31547510623931885,0.34474214911460876,0.0
-0.3164738416671753,0.3576764464378357,0.0
-0.32323193550109863,0.3652839660644531,0.0
-0.3300888240337372,0.3638443052768707,0.0
-0.33267512917518616,0.35636019706726074,0.0
-0.31519848108291626,0.3369032144546509,0.0
-0.2864319682121277,0.32509034872055054,0.0
-0.25520598888397217,0.31360697746276855,0.0
-0.22573336958885193,0.3032046854496002,0.0
-0.19947724044322968,0.2952951490879059,0.0
-0.18986715376377106,0.2929091453552246,0.0
-0.18773993849754333,0.2881309390068054,0.0
-0.18745172023773193,0.2811773717403412,0.0
-0.20707589387893677,0.2676158845424652,0.0
-0.2214515656232834,0.25571614503860474,0.0
-0.2185380607843399,0.23197625577449799,0.0
-0.21036332845687866,0.221400648355484,0.0
-0.21184265613555908,0.2202923744916916,0.0
-0.21534463763237,0.22991450130939484,0.0
-0.2186763435602188,0.24130012094974518,0.0
-0.22041288018226624,0.26249393820762634,0.0
-0.22939199209213257,0.2911071479320526,0.0
-0.24482093751430511,0.3025791049003601,0.0
-0.2539244294166565,0.3055475056171417,0.0
-0.25878414511680603,0.295919805765152,0.0
-0.25829705595970154,0.27940768003463745,0.0
-0.2568894922733307,0.27229824662208557,0.0
-0.257904052734375,0.286496639251709,0.0
-0.2620338797569275,0.29165154695510864,0.0
-0.2644928991794586,0.3013821542263031,0.0
-0.26467621326446533,0.31214389204978943,0.0
-0.2692955434322357,0.3258441090583801,0.0
-0.2687098979949951,0.33938661217689514,0.0
-0.2657909393310547,0.34668847918510437,0.0
-0.2664268910884857,0.357323557138443,0.0
-0.2699918746948242,0.36561524868011475,0.0
-0.2752249836921692,0.36848869919776917,0.0
-0.27478593587875366,0.3690720498561859,0.0
-0.2701535224914551,0.3680746257305145,0.0
-0.2647114396095276,0.35665303468704224,0.0
-0.26218539476394653,0.3343493640422821,0.0
-0.2514459788799286,0.31374868750572205,0.0
-0.23796015977859497,0.29547005891799927,0.0
-0.21855823695659637,0.27737119793891907,0.0
-0.20105096697807312,0.25550973415374756,0.0
-0.18968705832958221,0.23342354595661163,0.0
-0.17615219950675964,0.22082704305648804,0.0
-0.1755581498146057,0.2041843980550766,0.0
-0.18520201742649078,0.1847718060016632,0.0
-0.19542402029037476,0.16467581689357758,0.0
-0.20991094410419464,0.1576463282108307,0.0
-0.22767865657806396,0.14834685623645782,0.0
-0.24480873346328735,0.14407847821712494,0.0
-0.25096356868743896,0.1285599023103714,0.0
-0.24445472657680511,0.1177060678601265,0.0
-0.23598961532115936,0.11323869228363037,0.0
-0.2329954355955124,0.12381210178136826,0.0
-0.22876590490341187,0.15059475600719452,0.0
-0.2263449728488922,0.18429377675056458,0.0
-0.22351008653640747,0.22288911044597626,0.0
