x,y
0.08490142971277237,-0.04262151941657066
0.0851278007030487,-0.06082421541213989
0.08541131019592285,-0.10652683675289154
0.09353093802928925,-0.16550835967063904
0.08097171783447266,-0.2064429074525833
0.07781070470809937,-0.27033984661102295
0.04484216868877411,-0.30225157737731934
0.0340341255068779,-0.3224554657936096
0.06160648912191391,-0.3114928603172302
0.08471088111400604,-0.2680879533290863
0.09664542973041534,-0.2183968871831894
0.10557129979133606,-0.1588629186153412
0.09392121434211731,-0.09801296144723892
0.09030577540397644,-0.0565810389816761
0.1021995097398758,-0.025620225816965103
0.125453919172287,-0.03649090975522995
0.17473207414150238,-0.05204067751765251
0.19925503432750702,-0.07596665620803833
0.19661150872707367,-0.10211207717657089
0.17287574708461761,-0.12897048890590668
0.12542960047721863,-0.10280897468328476
0.04530341550707817,-0.04597661271691322
-0.0524141862988472,-0.00209983647800982
-0.16702397167682648,0.02773428149521351
-0.28707247972488403,0.035234831273555756
-0.3670673966407776,0.048419903963804245
-0.395130455493927,0.06051159277558327
-0.36014774441719055,0.07306031137704849
-0.38108083605766296,0.07866279780864716
-0.41524970531463623,0.11490476131439209
-0.44709333777427673,0.21423926949501038
-0.4675247073173523,0.31509295105934143
-0.5011074542999268,0.36600369215011597
-0.5923770666122437,0.3825106918811798
-0.7196367383003235,0.29842257499694824
-0.8110718131065369,0.1740553081035614
-0.8234406113624573,0.08832233399152756
-0.8317649364471436,0.0015255409525707364
-0.884117841720581,-0.0961114689707756
-0.9258621335029602,-0.20194219052791595
-0.9659291505813599,-0.25333622097969055
-0.9979742169380188,-0.28575173020362854
-1.0910829305648804,-0.3228806257247925
-1.2045639753341675,-0.38537660241127014
-1.303681492805481,-0.4425666034221649
-1.357144832611084,-0.46639710664749146
-1.3481804132461548,-0.4569099247455597
-1.361890196800232,-0.4937019944190979
-1.376024603843689,-0.6311567425727844
-1.4227263927459717,-0.7320810556411743
-1.5009748935699463,-0.7991657853126526
-1.5906875133514404,-0.865974485874176
-1.6818537712097168,-0.9387105107307434
-1.7571862936019897,-1.038170576095581
-1.8134979009628296,-1.1513243913650513
-1.8264878988265991,-1.2714685201644897
-1.877488136291504,-1.3454339504241943
-1.9537876844406128,-1.353958249092102
-1.9985829591751099,-1.3419207334518433
-2.035753011703491,-1.307720422744751
-2.107861042022705,-1.2572516202926636
-2.209320545196533,-1.1835548877716064
-2.3093605041503906,-1.122559905052185
-2.3907504081726074,-1.081616997718811
-2.4423272609710693,-1.04082190990448
-2.467998743057251,-0.9969834089279175
-2.489297866821289,-0.9501842856407166
-2.5306406021118164,-0.9360623955726624
-2.5859177112579346,-0.9158962965011597
-2.634840726852417,-0.8953127264976501
-2.662893295288086,-0.8572999238967896
-2.7185542583465576,-0.8251457214355469
-2.7914650440216064,-0.8150572776794434
-2.8261795043945312,-0.811190664768219
-2.8108484745025635,-0.8019677996635437
-2.8146872520446777,-0.8290164470672607
-2.85939621925354,-0.8391461968421936
-2.955631732940674,-0.8323505520820618
-3.031358480453491,-0.8237716555595398
-3.0862011909484863,-0.839260995388031
-3.1376535892486572,-0.8736045956611633
-3.2030534744262695,-0.9410514831542969
-3.2656593322753906,-1.0089399814605713
-3.3143227100372314,-1.050643801689148
-3.32950758934021,-1.0877896547317505
-3.335949659347534,-1.1160379648208618
-3.3456203937530518,-1.145613193511963
-3.3959248065948486,-1.18325674533844
-3.444939374923706,-1.2238587141036987
-3.4907915592193604,-1.2742270231246948
-3.5020785331726074,-1.3310866355895996
-3.4797050952911377,-1.3667227029800415
-3.4734046459198,-1.4299558401107788
-3.486339569091797,-1.5017361640930176
-3.458808183670044,-1.5185552835464478
-3.4500350952148438,-1.5221487283706665
-3.470031499862671,-1.5213156938552856
-3.4727675914764404,-1.5713993310928345
-3.445842742919922,-1.6793407201766968
-3.440389633178711,-1.7848759889602661
-3.434964895248413,-1.8515890836715698
-3.41865873336792,-1.815246343612671
-3.3502306938171387,-1.7993550300598145
-3.2473840713500977,-1.776692271232605
-3.160379409790039,-1.7443894147872925
-3.10448956489563,-1.733887791633606
-3.0559275150299072,-1.7338473796844482
-2.984501361846924,-1.7123403549194336
-2.9189648628234863,-1.681071400642395
-2.889575719833374,-1.6689447164535522
-2.8824679851531982,-1.6473605632781982
-2.8561036586761475,-1.6361407041549683
-2.7830750942230225,-1.6316055059432983
-2.654555082321167,-1.5768316984176636
-2.442901849746704,-1.4838030338287354
-2.2421975135803223,-1.391640067100525
-2.072136402130127,-1.3436574935913086
-1.8801790475845337,-1.3093245029449463
-1.7236294746398926,-1.2928870916366577
-1.564632773399353,-1.298276662826538
-1.4385879039764404,-1.2818877696990967
-1.343343734741211,-1.2382498979568481
-1.2909839153289795,-1.1687363386154175
-1.2652225494384766,-1.143568515777588
-1.219879388809204,-1.1588642597198486
-1.1586940288543701,-1.1663336753845215
-1.0580142736434937,-1.169865608215332
-0.9689568877220154,-1.203995704650879
-0.9060726165771484,-1.2356668710708618
-0.8311153054237366,-1.2437821626663208
-0.7331238985061646,-1.259450078010559
-0.6846603155136108,-1.280561923980713
-0.6777082681655884,-1.2965482473373413
-0.6582688093185425,-1.2854512929916382
-0.5931745767593384,-1.2555309534072876
-0.5016608834266663,-1.2199532985687256
-0.4046621322631836,-1.211912751197815
-0.33719682693481445,-1.259460687637329
-0.3002503514289856,-1.305985689163208
-0.23032674193382263,-1.3549712896347046
-0.13467766344547272,-1.4682996273040771
-0.05890823155641556,-1.6048563718795776
0.03465251252055168,-1.6187654733657837
0.08984643220901489,-1.5309268236160278
0.212068572640419,-1.4280589818954468
0.3260107636451721,-1.3442537784576416
0.43170592188835144,-1.2702383995056152
0.5022340416908264,-1.2159539461135864
0.5683793425559998,-1.1606714725494385
0.6549915671348572,-1.1283401250839233
0.7363258600234985,-1.0982251167297363
0.821784496307373,-1.0450079441070557
0.880332350730896,-0.9541404843330383
0.9792903661727905,-0.8541554808616638
1.086055040359497,-0.754550576210022
1.2144936323165894,-0.6766011714935303
1.3407745361328125,-0.6301881074905396
1.4445500373840332,-0.602561354637146
1.5246375799179077,-0.546698808670044
1.5794883966445923,-0.4319681227207184
1.648830771446228,-0.3555576801300049
1.7181676626205444,-0.2974664568901062
1.7797821760177612,-0.2310481071472168
1.8526817560195923,-0.1867697387933731
1.9039673805236816,-0.14543747901916504
1.9204511642456055,-0.09504622220993042
1.9223203659057617,-0.04428814724087715
1.9517302513122559,0.014119918458163738
1.9578204154968262,0.00437742006033659
1.9717601537704468,0.011013318784534931
1.9449806213378906,0.06014843285083771
1.9078404903411865,0.11892833560705185
1.8558849096298218,0.14958806335926056
1.8044445514678955,0.19316466152668
1.777480959892273,0.2517434060573578
1.7653495073318481,0.31535691022872925
1.7416679859161377,0.38880980014801025
1.7290701866149902,0.4036501348018646
1.7106921672821045,0.4282798767089844
1.6673721075057983,0.4953867495059967
1.6403400897979736,0.5552842020988464
1.604224681854248,0.6033516526222229
1.5721557140350342,0.6471847891807556
1.5393301248550415,0.6901773810386658
1.5312285423278809,0.7149163484573364
1.5183981657028198,0.7435131669044495
1.482871413230896,0.8016643524169922
1.4576220512390137,0.8833146095275879
1.4403951168060303,0.9235734939575195
1.366795539855957,0.8854825496673584
1.1443910598754883,0.8004401922225952
0.8829454779624939,0.6565338373184204
0.6311776041984558,0.5412338376045227
0.3878636956214905,0.44361019134521484
0.13674317300319672,0.34347257018089294
-0.10733085125684738,0.2137281447649002
-0.3391617238521576,0.07271836698055267
-0.565502941608429,-0.08834576606750488
-0.8016816973686218,-0.2133428007364273
-1.0480241775512695,-0.30678796768188477
-1.2726142406463623,-0.3899953067302704
-1.4865657091140747,-0.4321475028991699
-1.685903549194336,-0.5192364454269409
-1.8919286727905273,-0.5712588429450989
-2.0765106678009033,-0.5844908356666565
-2.2345902919769287,-0.5998443961143494
-2.42181396484375,-0.6233354806900024
-2.638899803161621,-0.631069004535675
-2.8335049152374268,-0.5983403325080872
-3.0020623207092285,-0.5353058576583862
-3.1117937564849854,-0.47836631536483765
-3.1820669174194336,-0.4263482093811035
-3.260152816772461,-0.40211057662963867
-3.3431599140167236,-0.38176143169403076
-3.432551622390747,-0.3381310999393463
-3.4941372871398926,-0.29209864139556885
-3.5303304195404053,-0.26371753215789795
-3.582784414291382,-0.23020322620868683
-3.654686450958252,-0.19429324567317963
-3.6860570907592773,-0.1490856558084488
-3.696112871170044,-0.07762932777404785
-3.6897058486938477,-0.012272252701222897
-3.724574089050293,0.06761562079191208
-3.7339842319488525,0.22258758544921875
-3.6848816871643066,0.3546355664730072
-3.5801029205322266,0.4501931369304657
-3.460634231567383,0.4824475347995758
-3.3609018325805664,0.5353423953056335
-3.2606003284454346,0.6016601920127869
-3.1341373920440674,0.6904308795928955
-3.0086324214935303,0.8153131008148193
-2.870844602584839,0.9363918304443359
-2.773965358734131,1.0539984703063965
-2.6984570026397705,1.1634724140167236
-2.5981249809265137,1.2634007930755615
-2.5160436630249023,1.337674617767334
-2.4255807399749756,1.3802348375320435
-2.3163208961486816,1.3985192775726318
-2.2028024196624756,1.372666835784912
-2.1304075717926025,1.3960262537002563
-2.0815560817718506,1.4534109830856323
-2.048891544342041,1.5137399435043335
-2.001044988632202,1.533699631690979
-1.9576305150985718,1.5908128023147583
-1.9184142351150513,1.639459490776062
-1.8934210538864136,1.6495968103408813
-1.8590786457061768,1.651921033859253
-1.8078628778457642,1.672505497932434
-1.774121642112732,1.6932839155197144
-1.792056679725647,1.7221955060958862
-1.9157423973083496,1.7433974742889404
-2.000157117843628,1.7697854042053223
-2.0197408199310303,1.8547292947769165
-2.0526063442230225,1.9497318267822266
-2.093273878097534,1.9972305297851562
-2.1065988540649414,2.008143186569214
-2.1200006008148193,2.0468578338623047
-2.1351051330566406,2.105705499649048
-2.171846389770508,2.1473207473754883
-2.2447257041931152,2.1882104873657227
-2.337765693664551,2.1914517879486084
-2.4538886547088623,2.1766021251678467
-2.548367977142334,2.138434648513794
-2.6425421237945557,2.1550772190093994
-2.7114791870117188,2.1486406326293945
-2.753591537475586,2.1270391941070557
-2.7892251014709473,2.129892349243164
-2.8410050868988037,2.140957832336426
-2.8904824256896973,2.1570615768432617
-2.9686830043792725,2.1573009490966797
-3.055060625076294,2.1516807079315186
-3.149937868118286,2.162883758544922
-3.227365493774414,2.2013535499572754
-3.283982515335083,2.2525408267974854
-3.336745023727417,2.2681167125701904
-3.366671323776245,2.2386302947998047
-3.404949188232422,2.2071192264556885
-3.445909261703491,2.1972155570983887
-3.537405252456665,2.1642401218414307
-3.6708614826202393,2.1519761085510254
-3.8148181438446045,2.147416830062866
-3.8533830642700195,2.164534091949463
-3.793503761291504,2.209329605102539
-3.7292275428771973,2.2281737327575684
-3.650723457336426,2.221356153488159
-3.575939893722534,2.214846134185791
-3.5047619342803955,2.1980390548706055
-3.4331588745117188,2.169093370437622
-3.3403007984161377,2.086634635925293
-3.2490170001983643,1.9834680557250977
-3.1473684310913086,1.8442903757095337
-3.022193193435669,1.6963026523590088
-2.8680903911590576,1.5378856658935547
-2.678983211517334,1.4458873271942139
-2.522737503051758,1.3570564985275269
-2.3848884105682373,1.2913460731506348
-2.271779775619507,1.2373038530349731
-2.1574630737304688,1.181822419166565
-2.0176515579223633,1.1117194890975952
-1.8374310731887817,1.0387470722198486
-1.6373330354690552,0.9635940790176392
