iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
10,2621440,0.0,163.0859278421849,264.7755134408362,1647.5845580429304,1607.3980353085503,50,0.28,242.44,29.327232584282754,38.274729850997616,63.142857142857146,0.84,19.32,5.92,4.8,71.8,101.84
20,5242880,0.0,166.68672384717502,283.8493369820062,3576.149700290989,1572.6747394732167,50,0.24,250.46,35.47007766212686,15.00696330676353,66.6,0.6,11.8,0.0,2.06,27.92,41.78
30,7864320,0.0,168.1669544868637,284.69152136403136,5531.956451430917,1558.8318216256769,50,0.3,241.3,37.61836535440758,24.533451054667403,73.96666666666667,0.6,12.04,0.22,0.78,50.2,63.24
40,10485760,0.0,166.13976678904146,300.6377749068197,7479.646556002786,1577.8522208524669,50,0.14,268.2,27.259036638753024,10.483221202854232,92.3913043478261,0.46,4.9,0.0,1.06,23.62,29.58
50,13107200,0.0,169.32176676299423,301.1481261609588,9446.843952800846,1548.2002403561758,50,0.12,284.84,28.90295587860048,17.117424892703863,123.11111111111111,0.36,13.68,0.0,0.1,37.44,51.22
60,15728640,0.0,167.34245792985894,310.2347946160007,11412.096141395858,1566.5121884959813,50,0.22,257.0,33.12927003226825,12.845497803372188,95.0,0.5,14.86,0.98,0.4,15.96,32.2
70,18350080,0.0,164.96751569700427,305.816227481002,13382.253151757875,1589.0643615042352,50,0.18,268.58,34.53461841685697,33.65020028431793,106.41666666666667,0.72,31.84,0.0,0.64,65.48,97.96
80,20971520,0.0,168.58051708200946,307.1445702170022,15355.8637159809,1555.0076873502212,50,0.28,257.56,31.446417430347648,32.80132540619821,90.97727272727273,0.88,14.24,8.78,3.46,63.26,89.74
90,23592960,0.0,167.64025232987478,312.94067876413465,17358.955894323997,1563.729452543206,50,0.22,270.36,28.7972202213775,31.86714701966209,85.88888888888889,0.9,15.5,12.38,4.42,58.18,90.48
100,26214400,0.0,170.3225135798566,306.02059673401527,19357.175379385008,1539.1036363322128,50,0.3,247.88,23.44970888643904,39.13858688897794,80.23255813953489,0.86,15.3,15.8,3.42,76.46,110.98
110,28835840,0.0,179.25276323291473,310.74766198405996,21359.627826076932,1462.4265493713997,50,0.34,243.74,31.512027992312795,30.446921360023516,85.55319148936171,0.94,13.96,15.94,3.46,46.02,79.38
120,31457280,0.0,168.82973461807705,306.086926657008,23359.707447655965,1552.7122671430861,50,0.36,225.16,29.89858629264898,36.90486168530545,55.28888888888889,0.9,14.4,16.08,6.22,62.64,99.34
130,34078720,0.0,168.22060292516835,317.41365019604564,25348.850196078885,1558.3346833955454,50,0.46,215.52,38.14908406187547,32.678546270708146,58.666666666666664,0.9,9.46,10.94,5.48,57.94,83.82
140,36700160,0.0,170.03678451711312,306.26647777995095,27356.976073608967,1541.6899392943817,50,0.34,231.22,28.721620365625714,30.776247550851927,76.34782608695652,0.92,6.64,11.72,5.12,57.1,80.58
