iteration,timesteps,violations_per_100_steps_mean,violations_per_100_steps_std,success_rate_mean,success_rate_std,avg_time_to_failure_mean,avg_time_to_failure_std,mean_episode_length_mean,mean_episode_length_std,avg_collisions_per_episode_mean,avg_collisions_per_episode_std,avg_episode_reward_mean,avg_episode_reward_std,max_steps
5,327680,25.036387388696614,14.83346849122802,0.184,0.08333066662399864,84.85290347949922,34.60767500705025,261.284,18.09054736595883,29.324,13.759915116017249,-457.3568047283963,324.4563098359392,0.0
10,655360,22.784648637985033,14.878792057259073,0.096,0.12986146464598342,80.17511060368204,45.56007690102672,278.168,29.556705093768493,27.451999999999998,18.37901673104413,-422.44225235628335,256.9212507917702,0.0
15,983040,25.135094324005387,20.205371123113874,0.12,0.20238577025077628,52.886530264279635,11.746100764347712,270.404,50.78001559668922,17.0,12.918111317061795,-504.48954619859916,453.3353526124071,0.0
20,1310720,19.097015733175176,20.65604306467798,0.10400000000000001,0.15969971822141701,106.46987263943785,98.31519122880648,279.348,31.328217568192418,8.788,9.544234699545061,-389.038364745155,459.081718758717,0.0
25,1638400,17.376785072261477,18.410886530103028,0.092,0.184,54.53163418290855,22.870526325389974,281.156,37.687999999999995,8.948,10.667750278292045,-350.97741854981325,401.6125702450685,0.0
30,1966080,14.352954277442986,13.04625876789297,0.032,0.05455272678794343,60.05499999999999,39.023288488343006,294.144,9.413338621339392,26.568,30.380334692033927,-280.11162737233195,236.30260177095104,0.0
