iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
10,2621440,0.0,164.5980729330331,265.69054365414195,1644.5778848419432,1592.6310395301746,50,0.1,254.84,-62.37287443542853,8.348093293779264,95.9090909090909,0.44,22.54,0.0,0.26,0.14,22.94
20,5242880,0.0,165.90287369000725,285.3624585480429,3568.2974417840596,1580.105239706825,50,0.02,278.46,28.16299674069509,0.9771212960166449,80.66666666666667,0.12,2.4,0.0,0.0,0.08,2.48
30,7864320,0.0,168.0080543239601,296.27025440195575,5530.45663094311,1560.3061475524446,50,0.02,282.6,41.29420262888074,0.084964859437751,92.66666666666667,0.06,0.0,0.0,0.0,0.06,0.06
40,10485760,0.0,168.94065902708098,313.3381918910891,7513.194961172994,1551.6927749049364,50,0.02,279.62,-0.8195871200598777,3.163947525342875,92.77777777777777,0.18,9.16,0.0,0.0,0.06,9.22
50,13107200,0.0,170.12005239492282,304.50665202597156,9516.783555732109,1540.9353354268283,50,0.02,276.88,11.369867909755557,2.1239920210508445,104.8,0.2,4.52,0.0,0.0,0.1,4.62
60,15728640,0.0,166.01035111001693,319.89363357611,11494.174474053085,1579.0822575049806,50,0.02,296.26,-110.47126383220777,9.918658305066776,127.75,0.32,29.64,0.0,0.02,0.04,29.7
70,18350080,0.0,166.07337731705047,301.49935203185305,13484.17002083105,1578.482982853665,50,0.22,232.74,-48.67963063973002,8.80501972227693,112.8695652173913,0.46,18.86,0.0,0.2,0.22,19.28
80,20971520,0.0,165.80807833489962,301.019725385122,15440.475184384966,1581.0086132867473,50,0.2,188.68,-56.10943796466105,9.916649761234893,104.75675675675676,0.74,16.58,0.02,0.94,0.48,18.02
90,23592960,0.0,166.9794150032103,298.59958365303464,17423.586196654942,1569.918064421055,50,0.22,189.32,-25.03691647134721,6.512699614054159,118.97222222222223,0.72,10.6,0.02,0.74,0.44,11.8
100,26214400,0.0,170.00544582912698,309.6334250238724,19400.353451957926,1541.9741333667732,50,0.16,201.08,-43.35288305011578,6.042971193488646,116.34146341463415,0.82,12.52,0.02,0.94,0.48,13.96
110,28835840,0.0,166.25057159992866,310.7078572700266,21382.84835392493,1576.8005936895827,50,0.26,171.16,-36.80989968073089,7.0905880512523005,95.53488372093024,0.86,12.66,0.08,1.14,0.42,14.3
120,31457280,0.0,165.6197735609021,306.1045174309984,23351.267552518984,1582.8061732230528,50,0.18,198.38,-49.31428876047023,8.41866178539596,97.57894736842105,0.76,14.12,0.02,1.9,0.38,16.42
130,34078720,0.0,165.84913720400073,301.33772606914863,25314.86560687609,1580.617206814606,50,0.38,180.7,-1.2926436437061057,5.9262407328847475,111.0,0.68,8.18,0.02,0.94,0.3,9.44
140,36700160,0.0,166.02684425306506,307.3891046270728,27284.31620449992,1578.9253911278897,50,0.28,188.78,-62.03984380462673,11.098492252932568,106.43243243243244,0.74,17.98,0.08,1.22,0.32,19.6
