iteration,timesteps,max_steps,iter_time_sec,eval_time_sec,elapsed_time_sec,timesteps_per_sec,episodes,success_rate,mean_episode_length,avg_episode_reward,violations_per_100_steps,avg_time_to_failure,failure_rate,avg_collisions_per_episode,avg_oob_per_episode,avg_speed_violations_per_episode,avg_falls_per_episode,avg_total_violations_per_episode
10,2621440,0.0,172.79211690393277,270.7179535389878,1736.6610587029718,1517.1062470734369,50,0.02,276.96,-11.650818446278572,4.531682786281791,106.0,0.2,10.7,0.0,0.04,0.12,10.86
20,5242880,0.0,176.42070368514396,295.77741369302385,3763.5496688720305,1485.902700330713,50,0.0,296.2,15.27311132248491,2.209090909090909,122.25,0.08,6.4,0.0,0.0,0.02,6.42
30,7864320,0.0,177.04566218191758,295.22197952098213,5822.59262257698,1480.6575703088527,50,0.02,288.96,35.363021125663074,1.7609172521467604,132.75,0.08,5.18,0.0,0.0,0.04,5.22
40,10485760,0.0,177.97771767317317,312.9410085231066,7886.206235612975,1472.9034815548337,50,0.0,292.96,-1.9936599456891417,2.687074829931973,136.5,0.12,7.96,0.0,0.0,0.04,8.0
50,13107200,0.0,176.2219686678145,306.05898079113103,9950.807527469005,1487.5784329373369,50,0.04,290.9,11.532928648851811,2.867977843881018,163.57142857142858,0.14,6.82,0.0,0.08,0.04,6.94
60,15728640,0.0,176.011536950944,319.4949352359399,12004.566034954041,1489.3569168313206,50,0.14,274.8,-28.053525130217896,4.284146981627297,150.54545454545453,0.22,12.56,0.0,0.02,0.0,12.58
70,18350080,0.0,177.20151642593555,308.8352005830966,14090.09932130808,1479.3552859327117,50,0.22,248.16,-58.52215098925401,8.030731703780484,76.06666666666666,0.3,20.56,0.0,0.42,0.06,21.04
80,20971520,0.0,178.41565533797257,311.9430204790551,16160.709116728045,1469.2881042497136,50,0.14,238.94,-13.520687532995362,2.950668326237266,132.86363636363637,0.44,7.64,0.02,0.42,0.2,8.28
90,23592960,0.0,179.9662040111143,312.91029664408416,18259.520320829004,1456.6290456613208,50,0.22,214.16,-29.51921066900715,6.8175720439585765,111.10344827586206,0.58,12.28,0.0,0.18,0.28,12.74
100,26214400,0.0,174.21491802390665,310.5586343689356,20321.905460082926,1504.7161458585726,50,0.26,220.54,-37.44731680589495,6.123628575668794,103.5,0.56,14.44,0.0,0.3,0.24,14.98
110,28835840,0.0,177.25814195582643,323.679853099864,22394.567795952084,1478.8827024110833,50,0.22,235.4,-40.904233773483426,6.543695004110727,119.80645161290323,0.62,13.66,0.02,0.84,0.26,14.78
120,31457280,0.0,175.10820358409546,304.76544056413695,24472.08585041901,1497.0400851271695,50,0.28,203.46,-36.581477621423545,6.282545210613457,142.05714285714285,0.7,13.44,0.04,1.46,0.36,15.3
130,34078720,0.0,173.7150027230382,304.3445968651213,26524.232805707958,1509.0464029635266,50,0.26,201.9,-23.053262075174136,6.601090032178538,118.25,0.72,11.34,0.0,1.24,0.38,12.96
140,36700160,0.0,175.47110822796822,305.050836059032,28584.819904102013,1493.9439469398476,50,0.3,193.12,-34.579004758794326,7.59755274888543,109.4390243902439,0.82,12.6,0.08,1.54,0.34,14.56
150,39321600,0.0,175.34803184308112,310.32943408191204,30648.624239253113,1494.9925427996395,50,0.26,188.84,-62.50870436027413,10.488358047767598,83.71428571428571,0.84,17.2,0.08,2.22,0.4,19.9
160,41943040,0.0,174.68524783896282,302.84768447303213,32751.609866060084,1500.6647856243867,50,0.3,173.42,-17.48075586331077,6.142375877446593,116.97435897435898,0.78,9.86,0.08,0.6,0.4,10.94
170,44564480,0.0,176.44920800905675,305.0426965809893,34808.47493619309,1485.6626615549599,50,0.2,204.6,-69.4341188984504,10.393983424063787,114.64102564102564,0.78,19.54,0.02,1.0,0.4,20.96
180,47185920,0.0,174.87157273082994,318.8537579898257,36870.33427044097,1499.065833893446,50,0.32,175.52,-18.438105253111573,8.125944984516316,94.94736842105263,0.76,10.54,0.04,1.6,0.36,12.54
190,49807360,0.0,170.75012639001943,289.53058899985626,38922.967876231065,1535.2492296329137,50,0.38,160.08,12.549761008908972,3.9587509638565264,95.02777777777777,0.72,4.76,0.06,1.42,0.4,6.64
200,52428800,0.0,172.42120639490895,523.9733129539527,40946.44067378505,1520.3698285209323,50,0.22,196.6,-16.948841641778127,4.580662207831341,92.36111111111111,0.72,7.4,0.1,1.3,0.34,9.14
210,55050240,0.0,174.79225224000402,292.77178322919644,43204.293450439116,1499.7461079685322,50,0.28,162.62,-59.640678172168556,11.54577849112764,61.45238095238095,0.84,17.24,0.06,2.46,0.52,20.28
220,57671680,0.0,173.95733833988197,295.0940102660097,45210.82211624901,1506.9441881653584,50,0.34,169.6,-28.947075762837194,10.552748156390589,87.4054054054054,0.74,13.02,0.04,1.34,0.36,14.76
230,60293120,0.0,172.82211589394137,312.6406387349125,47226.55955554405,1516.8429031436826,50,0.28,174.46,-31.161931575678754,9.52191964864147,97.6,0.8,11.72,0.02,2.04,0.52,14.3
240,62914560,0.0,170.37156068789773,294.82706179399975,49258.85868763202,1538.6605542706711,50,0.32,199.0,-25.580316508342513,8.267802403578248,115.97297297297297,0.74,13.26,0.06,1.52,0.34,15.18
250,65536000,0.0,171.72914912598208,291.16492522507906,51260.348893777,1526.496819754745,50,0.22,211.26,-13.873442599917762,4.412376662741183,121.175,0.8,7.68,0.04,1.88,0.44,10.04
260,68157440,0.0,172.89474787493236,323.0905943340622,53285.49097407493,1516.205687113343,50,0.2,194.74,-40.26494311400107,6.187092806403829,103.60526315789474,0.76,12.24,0.14,1.8,0.36,14.54
270,70778880,0.0,171.49230770091526,298.90738885384053,55342.64379562391,1528.6050057544414,50,0.3,193.42,-68.77956575112417,9.968159800826776,99.02702702702703,0.74,19.36,0.02,2.1,0.24,21.72
280,73400320,0.0,170.38601193996146,321.46574614197016,57376.57328302297,1538.5300531147539,50,0.2,213.04,-50.490361593915146,6.774900342515206,103.42105263157895,0.76,14.34,0.02,1.74,0.38,16.48
290,76021760,0.0,170.14114150009118,297.3179327819962,59412.85227996204,1540.7443354896,50,0.34,181.9,-32.796298519133124,8.776844862553249,90.14285714285714,0.7,13.56,0.04,1.18,0.3,15.08
300,78643200,0.0,171.04310290096328,332.87413595290855,61409.77737956494,1532.6195301296984,50,0.18,208.22,-53.68705889888399,8.115472313975108,132.5909090909091,0.88,14.66,0.02,2.24,0.42,17.34
310,81264640,0.0,171.86087851109914,300.189623428043,63460.93144483399,1525.3267775136515,50,0.16,206.04,-39.9483129130071,7.5342199073583656,105.3157894736842,0.76,12.56,0.06,1.12,0.44,14.18
320,83886080,0.0,171.82929195277393,316.3106321040541,65482.76970328903,1525.6071710523513,50,0.32,198.46,-37.74739890912082,8.384957615821664,116.87179487179488,0.78,14.36,0.12,1.74,0.24,16.46
330,86507520,0.0,171.9996016419027,305.27706675510854,67536.58655937994,1524.0965531174593,50,0.26,192.8,-21.197721662255937,7.908918175429091,111.29268292682927,0.82,9.68,0.04,1.88,0.36,11.96
340,89128960,0.0,170.06056794407777,316.6744103890378,69553.20111920591,1541.4743298176134,50,0.2,186.86,-31.78547969816951,6.653608584753472,95.69047619047619,0.84,9.74,0.04,2.02,0.52,12.32
350,91750400,0.0,172.21967581100762,292.67526471894234,71611.38358713011,1522.148957519085,50,0.22,201.76,-30.183183946395292,6.871761671046572,129.18421052631578,0.76,11.36,0.08,1.34,0.42,13.2
360,94371840,0.0,170.85722632403485,331.94279065099545,73617.43219650211,1534.2868758903858,50,0.24,205.02,-10.482886711492903,4.563290134213443,107.26315789473684,0.76,7.0,0.04,1.96,0.32,9.32
370,96993280,0.0,177.5288755139336,348.4606341100298,75725.22109919414,1476.6273894379806,50,0.38,189.42,-7.433467299279291,6.772544249205241,110.82857142857142,0.7,9.56,0.1,1.16,0.22,11.04
380,99614720,0.0,177.9890477678273,389.30722595890984,77852.0318648431,1472.8097222136175,50,0.2,205.32,-27.491404945508112,6.064262648035955,123.34146341463415,0.82,9.66,0.02,2.28,0.46,12.42
381,99876864,0.0,173.80586275993846,533.7105351581704,78415.39403945208,1508.2575227170248,50,0.16,205.9,-20.157239086963237,5.108509097138809,118.025,0.8,7.44,0.04,1.18,0.48,9.14
