iteration,timesteps,violations_per_100_steps_mean,violations_per_100_steps_std,success_rate_mean,success_rate_std,avg_time_to_failure_mean,avg_time_to_failure_std,mean_episode_length_mean,mean_episode_length_std,avg_collisions_per_episode_mean,avg_collisions_per_episode_std,avg_episode_reward_mean,avg_episode_reward_std,max_steps
5,327680,35.5929916068661,13.071186444349218,0.30800000000000005,0.02039607805437114,59.319249060602445,14.182682341057909,239.112,4.697192352884851,21.164,8.788031861571737,27.5964776405096,2.6844936851666,0.0
10,655360,39.99804334348021,12.935075222260553,0.364,0.09748846085563152,58.15415962161783,14.518464224976595,225.888,20.315486112815517,23.676,7.72167235772148,33.19171595590562,10.220599993943122,0.0
15,983040,37.1452952095524,11.860410221447262,0.42400000000000004,0.09156418513807676,51.42120304643596,12.491005438232074,207.248,19.60011673434625,15.939999999999998,7.898374516316633,39.32411836552619,9.737115180124189,0.0
20,1310720,41.12419907153535,9.781521401433935,0.46399999999999997,0.09068627239003707,46.31055555555555,14.62586380641599,198.144,21.08679359219888,16.996000000000002,4.569068176335302,43.340675490222864,9.609491051778964,0.0
25,1638400,41.09541087289657,10.002004725214476,0.43200000000000005,0.09600000000000003,45.171737113817855,9.344777985136448,207.272,26.968119252183676,16.192,2.6203694396019803,39.70040783258527,10.247203202337673,0.0
30,1966080,38.96426689929534,12.293381422626878,0.43600000000000005,0.15717506163510803,53.95561759151822,16.145624972230944,204.93199999999996,42.80337108219397,12.579999999999998,1.3059249595593159,40.14036770049483,16.883672057331406,0.0
