metric,mean,std,max_steps
violations_per_100_steps,42.21892848279662,11.684637493640794,0.0
success_rate,0.421,0.05642694391866353,0.0
avg_time_to_failure,54.52000320999544,16.893500148357223,0.0
mean_episode_length,211.369,19.517279882196696,0.0
avg_collisions_per_episode,14.688999999999998,2.232194883965107,0.0
avg_episode_reward,38.59724033963867,6.087076835932278,0.0
