metric,mean,std,max_steps
violations_per_100_steps,1.910485203095363,1.411069073859163,0.0
success_rate,0.043,0.041545156155681974,0.0
avg_time_to_failure,67.21760153451923,25.830411184181635,0.0
mean_episode_length,137.767,90.04353183877231,0.0
avg_collisions_per_episode,0.27,0.11666190466471907,0.0
avg_episode_reward,0.1075140926670283,3.961405130592732,0.0
