rollout_id,seed,success,episode_length,episode_reward,collision_count,oob_count,speed_count,fall_count,total_violations,violations_per_100_steps,time_to_failure,max_steps
0,1000,0.0,300.0,-3.367147784680128,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
1,1001,0.0,300.0,-3.4335235077887774,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
2,1002,0.0,300.0,-1625.8475527819246,271.0,0.0,0.0,0.0,271.0,90.33333333333333,30.0,0.0
